pid,date,time_idx
01,20250201,145
01,20250201,146
01,20250201,147
01,20250201,148
01,20250201,149
01,20250201,150
01,20250201,151
01,20250201,152
01,20250201,153
01,20250201,154
01,20250201,155
01,20250201,156
01,20250201,157
01,20250201,158
01,20250201,159
01,20250201,160
01,20250201,161
01,20250201,162
01,20250201,163
01,20250201,164
01,20250201,165
01,20250201,166
01,20250201,167
01,20250201,168
01,20250201,169
01,20250201,170
01,20250201,171
01,20250201,172
01,20250201,173
01,20250201,174
01,20250201,175
01,20250201,176
01,20250201,177
01,20250201,178
01,20250201,179
01,20250201,180
01,20250201,181
01,20250201,182
01,20250201,183
01,20250201,184
01,20250201,185
01,20250201,186
01,20250201,187
01,20250201,188
01,20250201,189
01,20250201,190
01,20250201,191
01,20250201,192
01,20250201,193
01,20250201,194
01,20250201,195
01,20250201,196
01,20250201,197
01,20250201,198
01,20250201,199
01,20250201,200
01,20250201,201
01,20250201,202
01,20250201,203
01,20250201,204
01,20250201,205
01,20250201,206
01,20250201,207
01,20250201,208
01,20250201,209
01,20250201,210
01,20250201,211
01,20250201,212
01,20250201,213
01,20250201,214
01,20250201,215
01,20250201,216
01,20250201,217
01,20250201,218
01,20250201,219
01,20250201,220
01,20250201,221
01,20250201,222
01,20250201,223
01,20250201,224
01,20250201,225
01,20250201,226
01,20250201,227
01,20250201,228
01,20250201,229
01,20250201,230
01,20250201,231
01,20250201,232
01,20250201,233
01,20250201,234
01,20250201,235
01,20250201,236
01,20250201,237
01,20250201,238
01,20250201,239
01,20250201,240
01,20250201,241
01,20250201,242
01,20250201,243
01,20250201,244
01,20250201,245
01,20250201,246
01,20250201,247
01,20250201,248
01,20250201,249
01,20250201,250
01,20250201,251
01,20250201,252
01,20250201,253
01,20250201,254
01,20250201,255
01,20250201,256
01,20250201,257
01,20250201,258
01,20250201,259
01,20250201,260
01,20250201,261
01,20250201,262
01,20250201,263
01,20250201,264
01,20250201,265
01,20250201,266
01,20250201,267
01,20250201,268
01,20250201,269
01,20250201,270
01,20250201,271
01,20250201,272
01,20250201,273
01,20250201,274
01,20250201,275
01,20250201,276
01,20250201,277
01,20250201,278
01,20250201,279
01,20250201,280
01,20250201,281
01,20250201,282
01,20250201,283
01,20250201,284
01,20250201,285
01,20250201,286
01,20250201,287
01,20250201,288
01,20250201,289
01,20250201,290
01,20250201,291
01,20250201,292
01,20250201,293
01,20250201,294
01,20250201,295
01,20250201,296
01,20250201,297
01,20250201,298
01,20250201,299
01,20250201,300
01,20250201,301
01,20250201,302
01,20250201,303
01,20250201,304
01,20250201,305
01,20250201,306
01,20250201,307
01,20250201,308
01,20250201,309
01,20250201,310
01,20250201,311
01,20250201,312
01,20250201,313
01,20250201,314
01,20250201,315
01,20250201,316
01,20250201,317
01,20250201,318
01,20250201,319
01,20250201,320
01,20250201,321
01,20250201,322
01,20250201,323
01,20250201,324
01,20250201,325
01,20250201,326
01,20250201,327
01,20250201,328
01,20250201,329
01,20250201,330
01,20250201,331
01,20250201,332
01,20250201,333
01,20250201,334
01,20250201,335
01,20250201,336
01,20250201,337
01,20250201,338
01,20250201,339
01,20250201,340
01,20250201,341
01,20250201,342
01,20250201,343
01,20250201,344
01,20250201,345
01,20250201,346
01,20250201,347
01,20250201,348
01,20250201,349
01,20250201,350
01,20250201,351
01,20250201,352
01,20250201,353
01,20250201,354
01,20250201,355
01,20250201,356
01,20250201,357
01,20250201,358
01,20250201,359
01,20250201,360
01,20250201,361
01,20250201,362
01,20250201,363
01,20250201,364
01,20250201,365
01,20250201,366
01,20250201,367
01,20250201,368
01,20250201,369
01,20250201,370
01,20250201,371
01,20250201,372
01,20250201,373
01,20250201,374
01,20250201,375
01,20250201,376
01,20250201,377
01,20250201,378
01,20250201,379
01,20250201,380
01,20250201,381
01,20250201,382
01,20250201,383
01,20250201,384
01,20250201,385
01,20250201,386
01,20250201,387
01,20250201,388
01,20250201,389
01,20250201,390
01,20250201,391
01,20250201,392
01,20250201,393
01,20250201,394
01,20250201,395
01,20250201,396
01,20250201,397
01,20250201,398
01,20250201,399
01,20250201,400
01,20250201,401
01,20250201,402
01,20250201,403
01,20250201,404
01,20250201,405
01,20250201,406
01,20250201,407
01,20250201,408
01,20250201,409
01,20250201,410
01,20250201,411
01,20250201,412
01,20250201,413
01,20250201,414
01,20250201,415
01,20250201,416
01,20250201,417
01,20250201,418
01,20250201,419
01,20250201,420
01,20250201,421
01,20250201,422
01,20250201,423
01,20250201,424
01,20250201,425
01,20250201,426
01,20250201,427
01,20250201,428
01,20250201,429
01,20250201,430
01,20250201,431
01,20250201,432
01,20250201,433
01,20250201,434
01,20250201,435
01,20250201,436
01,20250201,437
01,20250201,438
01,20250201,439
01,20250201,440
01,20250201,441
01,20250201,442
01,20250201,443
01,20250201,444
01,20250201,445
01,20250201,446
01,20250201,447
01,20250201,448
01,20250201,449
01,20250201,450
01,20250201,451
01,20250201,452
01,20250201,453
01,20250201,454
01,20250201,455
01,20250201,456
01,20250201,457
01,20250201,458
01,20250201,459
01,20250201,460
01,20250201,461
01,20250201,462
01,20250201,463
01,20250201,464
01,20250201,465
01,20250201,466
01,20250201,467
01,20250201,468
01,20250201,469
01,20250201,470
01,20250201,471
01,20250201,472
01,20250201,473
01,20250201,474
01,20250201,475
01,20250201,476
01,20250201,477
01,20250201,478
01,20250201,479
01,20250201,480
01,20250201,481
01,20250201,482
01,20250201,483
01,20250201,484
01,20250201,485
01,20250201,486
01,20250201,487
01,20250201,488
01,20250201,489
01,20250201,490
01,20250201,491
01,20250201,492
01,20250201,493
01,20250201,494
01,20250201,495
01,20250201,496
01,20250201,497
01,20250201,498
01,20250201,499
01,20250201,500
01,20250201,501
01,20250201,502
01,20250201,503
01,20250201,504
01,20250201,505
01,20250201,506
01,20250201,507
01,20250201,508
01,20250201,509
01,20250201,510
01,20250201,511
01,20250201,512
01,20250201,513
01,20250201,514
01,20250201,515
01,20250201,516
01,20250201,517
01,20250201,518
01,20250201,519
01,20250201,520
01,20250201,521
01,20250201,522
01,20250201,523
01,20250201,524
01,20250201,525
01,20250201,526
01,20250201,527
01,20250201,528
01,20250201,529
01,20250201,530
01,20250201,531
01,20250201,532
01,20250201,533
01,20250201,534
01,20250201,535
01,20250201,536
01,20250201,537
01,20250201,538
01,20250201,539
01,20250201,540
01,20250201,541
01,20250201,542
01,20250201,543
01,20250201,544
01,20250201,545
01,20250201,546
01,20250201,547
01,20250201,548
01,20250201,549
01,20250201,550
01,20250201,551
01,20250201,552
01,20250201,553
01,20250201,554
01,20250201,555
01,20250201,556
01,20250201,557
01,20250201,558
01,20250201,559
01,20250201,560
01,20250201,561
01,20250201,562
01,20250201,563
01,20250201,564
01,20250201,565
01,20250201,566
01,20250201,567
01,20250201,568
01,20250201,569
01,20250201,570
01,20250201,571
01,20250201,572
01,20250201,573
01,20250201,574
01,20250201,575
01,20250201,576
01,20250201,577
01,20250201,578
01,20250201,579
01,20250201,580
01,20250201,581
01,20250201,582
01,20250201,583
01,20250201,584
01,20250201,585
01,20250201,586
01,20250201,587
01,20250201,588
01,20250201,589
01,20250201,590
01,20250201,591
01,20250201,592
01,20250201,593
01,20250201,594
01,20250201,595
01,20250201,596
01,20250201,597
01,20250201,598
01,20250201,599
01,20250201,600
01,20250201,601
01,20250201,602
01,20250201,603
01,20250201,604
01,20250201,605
01,20250201,606
01,20250201,607
01,20250201,608
01,20250201,609
01,20250201,610
01,20250201,611
01,20250201,612
01,20250201,613
01,20250201,614
01,20250201,615
01,20250201,616
01,20250201,617
01,20250201,618
01,20250201,619
01,20250201,620
01,20250201,621
01,20250201,622
01,20250201,623
01,20250201,624
01,20250201,625
01,20250201,626
01,20250201,627
01,20250201,628
01,20250201,629
01,20250201,630
01,20250201,631
01,20250201,632
01,20250201,633
01,20250201,634
01,20250201,635
01,20250201,636
01,20250201,637
01,20250201,638
01,20250201,639
01,20250201,640
01,20250201,641
01,20250201,642
01,20250201,643
01,20250201,644
01,20250201,645
01,20250201,646
01,20250201,647
01,20250201,648
01,20250201,649
01,20250201,650
01,20250201,651
01,20250201,652
01,20250201,653
01,20250201,654
01,20250201,655
01,20250201,656
01,20250201,657
01,20250201,658
01,20250201,659
01,20250201,660
01,20250201,661
01,20250201,662
01,20250201,663
01,20250201,664
01,20250201,665
01,20250201,666
01,20250201,667
01,20250201,668
01,20250201,669
01,20250201,670
01,20250201,671
01,20250201,672
01,20250201,673
01,20250201,674
01,20250201,675
01,20250201,676
01,20250201,677
01,20250201,678
01,20250201,679
01,20250201,680
01,20250201,681
01,20250201,682
01,20250201,683
01,20250201,684
01,20250201,685
01,20250201,686
01,20250201,687
01,20250201,688
01,20250201,689
01,20250201,690
01,20250201,691
01,20250201,692
01,20250201,693
01,20250201,694
01,20250201,695
01,20250201,696
01,20250201,697
01,20250201,698
01,20250201,699
01,20250201,700
01,20250201,701
01,20250201,702
01,20250201,703
01,20250201,704
01,20250201,705
01,20250201,706
01,20250201,707
01,20250201,708
01,20250201,709
01,20250201,710
01,20250201,711
01,20250201,712
01,20250201,713
01,20250201,714
01,20250201,715
01,20250201,716
01,20250201,717
01,20250201,718
01,20250201,719
01,20250201,720
01,20250201,721
01,20250201,722
01,20250201,723
01,20250201,724
01,20250201,725
01,20250201,726
01,20250201,727
01,20250201,728
01,20250201,729
01,20250201,730
01,20250201,731
01,20250201,732
01,20250201,733
01,20250201,734
01,20250201,735
01,20250201,736
01,20250201,737
01,20250201,738
01,20250201,739
01,20250201,740
01,20250201,741
01,20250201,742
01,20250201,743
01,20250201,744
01,20250201,745
01,20250201,746
01,20250201,747
01,20250201,748
01,20250201,749
01,20250201,750
01,20250201,751
01,20250201,752
01,20250201,753
01,20250201,754
01,20250201,755
01,20250201,756
01,20250201,757
01,20250201,758
01,20250201,759
01,20250201,760
01,20250201,761
01,20250201,762
01,20250201,763
01,20250201,764
01,20250201,765
01,20250201,766
01,20250201,767
01,20250201,768
01,20250201,769
01,20250201,770
01,20250201,771
01,20250201,772
01,20250201,773
01,20250201,774
01,20250201,775
01,20250201,776
01,20250201,777
01,20250201,778
01,20250201,779
01,20250201,780
01,20250201,781
01,20250201,782
01,20250201,783
01,20250201,784
01,20250201,785
01,20250201,786
01,20250201,787
01,20250201,788
01,20250201,789
01,20250201,790
01,20250201,791
01,20250201,792
01,20250201,793
01,20250201,794
01,20250201,795
01,20250201,796
01,20250201,797
01,20250201,798
01,20250201,799
01,20250201,800
01,20250201,801
01,20250201,802
01,20250201,803
01,20250201,804
01,20250201,805
01,20250201,806
01,20250201,807
01,20250201,808
01,20250201,809
01,20250201,810
01,20250201,811
01,20250201,812
01,20250201,813
01,20250201,814
01,20250201,815
01,20250201,816
01,20250201,817
01,20250201,818
01,20250201,819
01,20250201,820
01,20250201,821
01,20250201,822
01,20250201,823
01,20250201,824
01,20250201,825
01,20250201,826
01,20250201,827
01,20250201,828
01,20250201,829
01,20250201,830
01,20250201,831
01,20250201,832
01,20250201,833
01,20250201,834
01,20250201,835
01,20250201,836
01,20250201,837
01,20250201,838
01,20250201,839
01,20250201,840
01,20250201,841
01,20250201,842
01,20250201,843
01,20250201,844
01,20250201,845
01,20250201,846
01,20250201,847
01,20250201,848
01,20250201,849
01,20250201,850
01,20250201,851
01,20250201,852
01,20250201,853
01,20250201,854
01,20250201,855
01,20250201,856
01,20250201,857
01,20250201,858
01,20250201,859
01,20250201,860
01,20250201,861
01,20250201,862
01,20250201,863
01,20250201,864
01,20250201,865
01,20250201,866
01,20250201,867
01,20250201,868
01,20250201,869
01,20250201,870
01,20250201,871
01,20250201,872
01,20250201,873
01,20250201,874
01,20250201,875
01,20250201,876
01,20250201,877
01,20250201,878
01,20250201,879
01,20250201,880
01,20250201,881
01,20250201,882
01,20250201,883
01,20250201,884
01,20250201,885
01,20250201,886
01,20250201,887
01,20250201,888
01,20250201,889
01,20250201,890
01,20250201,891
01,20250201,892
01,20250201,893
01,20250201,894
01,20250201,895
01,20250201,896
01,20250201,897
01,20250201,898
01,20250201,899
01,20250202,900
01,20250202,901
01,20250202,902
01,20250202,903
01,20250202,904
01,20250202,905
01,20250202,906
01,20250202,907
01,20250202,908
01,20250202,909
01,20250202,910
01,20250202,911
01,20250202,912
01,20250202,913
01,20250202,914
01,20250202,915
01,20250202,916
01,20250202,917
01,20250202,918
01,20250202,919
01,20250202,920
01,20250202,921
01,20250202,922
01,20250202,923
01,20250202,924
01,20250202,925
01,20250202,926
01,20250202,927
01,20250202,928
01,20250202,929
01,20250202,930
01,20250202,931
01,20250202,932
01,20250202,933
01,20250202,934
01,20250202,935
01,20250202,936
01,20250202,937
01,20250202,938
01,20250202,939
01,20250202,940
01,20250202,941
01,20250202,942
01,20250202,943
01,20250202,944
01,20250202,945
01,20250202,946
01,20250202,947
01,20250202,948
01,20250202,949
01,20250202,950
01,20250202,951
01,20250202,952
01,20250202,953
01,20250202,954
01,20250202,955
01,20250202,956
01,20250202,957
01,20250202,958
01,20250202,959
01,20250202,960
01,20250202,961
01,20250202,962
01,20250202,963
01,20250202,964
01,20250202,965
01,20250202,966
01,20250202,967
01,20250202,968
01,20250202,969
01,20250202,970
01,20250202,971
01,20250202,972
01,20250202,973
01,20250202,974
01,20250202,975
01,20250202,976
01,20250202,977
01,20250202,978
01,20250202,979
01,20250202,980
01,20250202,981
01,20250202,982
01,20250202,983
01,20250202,984
01,20250202,985
01,20250202,986
01,20250202,987
01,20250202,988
01,20250202,989
01,20250202,990
01,20250202,991
01,20250202,992
01,20250202,993
01,20250202,994
01,20250202,995
01,20250202,996
01,20250202,997
01,20250202,998
01,20250202,999
01,20250202,1000
01,20250202,1001
01,20250202,1002
01,20250202,1003
01,20250202,1004
01,20250202,1005
01,20250202,1006
01,20250202,1007
01,20250202,1008
01,20250202,1009
01,20250202,1010
01,20250202,1011
01,20250202,1012
01,20250202,1013
01,20250202,1014
01,20250202,1015
01,20250202,1016
01,20250202,1017
01,20250202,1018
01,20250202,1019
01,20250202,1020
01,20250202,1021
01,20250202,1022
01,20250202,1023
01,20250202,1024
01,20250202,1025
01,20250202,1026
01,20250202,1027
01,20250202,1028
01,20250202,1029
01,20250202,1030
01,20250202,1031
01,20250202,1032
01,20250202,1033
01,20250202,1034
01,20250202,1035
01,20250202,1036
01,20250202,1037
01,20250202,1038
01,20250202,1039
01,20250202,1040
01,20250202,1041
01,20250202,1042
01,20250202,1043
01,20250202,1044
01,20250202,1045
01,20250202,1046
01,20250202,1047
01,20250202,1048
01,20250202,1049
01,20250202,1050
01,20250202,1051
01,20250202,1052
01,20250202,1053
01,20250202,1054
01,20250202,1055
01,20250202,1056
01,20250202,1057
01,20250202,1058
01,20250202,1059
01,20250202,1060
01,20250202,1061
01,20250202,1062
01,20250202,1063
01,20250202,1064
01,20250202,1065
01,20250202,1066
01,20250202,1067
01,20250202,1068
01,20250202,1069
01,20250202,1070
01,20250202,1071
01,20250202,1072
01,20250202,1073
01,20250202,1074
01,20250202,1075
01,20250202,1076
01,20250202,1077
01,20250202,1078
01,20250202,1079
01,20250202,1080
01,20250202,1081
01,20250202,1082
01,20250202,1083
01,20250202,1084
01,20250202,1085
01,20250202,1086
01,20250202,1087
01,20250202,1088
01,20250202,1089
01,20250202,1090
01,20250202,1091
01,20250202,1092
01,20250202,1093
01,20250202,1094
01,20250202,1095
01,20250202,1096
01,20250202,1097
01,20250202,1098
01,20250202,1099
01,20250202,1100
01,20250202,1101
01,20250202,1102
01,20250202,1103
01,20250202,1104
01,20250202,1105
01,20250202,1106
01,20250202,1107
01,20250202,1108
01,20250202,1109
01,20250202,1110
01,20250202,1111
01,20250202,1112
01,20250202,1113
01,20250202,1114
01,20250202,1115
01,20250202,1116
01,20250202,1117
01,20250202,1118
01,20250202,1119
01,20250202,1120
01,20250202,1121
01,20250202,1122
01,20250202,1123
01,20250202,1124
01,20250202,1125
01,20250202,1126
01,20250202,1127
01,20250202,1128
01,20250202,1129
01,20250202,1130
01,20250202,1131
01,20250202,1132
01,20250202,1133
01,20250202,1134
01,20250202,1135
01,20250202,1136
01,20250202,1137
01,20250202,1138
01,20250202,1139
01,20250202,1140
01,20250202,1141
01,20250202,1142
01,20250202,1143
01,20250202,1144
01,20250202,1145
01,20250202,1146
01,20250202,1147
01,20250202,1148
01,20250202,1149
01,20250202,1150
01,20250202,1151
01,20250202,1152
01,20250202,1153
01,20250202,1154
01,20250202,1155
01,20250202,1156
01,20250202,1157
01,20250202,1158
01,20250202,1159
01,20250202,1160
01,20250202,1161
01,20250202,1162
01,20250202,1163
01,20250202,1164
01,20250202,1165
01,20250202,1166
01,20250202,1167
01,20250202,1168
01,20250202,1169
01,20250202,1170
01,20250202,1171
01,20250202,1172
01,20250202,1173
01,20250202,1174
01,20250202,1175
01,20250202,1176
01,20250202,1177
01,20250202,1178
01,20250202,1179
01,20250202,1180
01,20250202,1181
01,20250202,1182
01,20250202,1183
01,20250202,1184
01,20250202,1185
01,20250202,1186
01,20250202,1187
01,20250202,1188
01,20250202,1189
01,20250202,1190
01,20250202,1191
01,20250202,1192
01,20250202,1193
01,20250202,1194
01,20250202,1195
01,20250202,1196
01,20250202,1197
01,20250202,1198
01,20250202,1199
01,20250202,1200
01,20250202,1201
01,20250202,1202
01,20250202,1203
01,20250202,1204
01,20250202,1205
01,20250202,1206
01,20250202,1207
01,20250202,1208
01,20250202,1209
01,20250202,1210
01,20250202,1211
01,20250202,1212
01,20250202,1213
01,20250202,1214
01,20250202,1215
01,20250202,1216
01,20250202,1217
01,20250202,1218
01,20250202,1219
01,20250202,1220
01,20250202,1221
01,20250202,1222
01,20250202,1223
01,20250202,1224
01,20250202,1225
01,20250202,1226
01,20250202,1227
01,20250202,1228
01,20250202,1229
01,20250202,1230
01,20250202,1231
01,20250202,1232
01,20250202,1233
01,20250202,1234
01,20250202,1235
01,20250202,1236
01,20250202,1237
01,20250202,1238
01,20250202,1239
01,20250202,1240
01,20250202,1241
01,20250202,1242
01,20250202,1243
01,20250202,1244
01,20250202,1245
01,20250202,1246
01,20250202,1247
01,20250202,1248
01,20250202,1249
01,20250202,1250
01,20250202,1251
01,20250202,1252
01,20250202,1253
01,20250202,1254
01,20250202,1255
01,20250202,1256
01,20250202,1257
01,20250202,1258
01,20250202,1259
01,20250202,1260
01,20250202,1261
01,20250202,1262
01,20250202,1263
01,20250202,1264
01,20250202,1265
01,20250202,1266
01,20250202,1267
01,20250202,1268
01,20250202,1269
01,20250202,1270
01,20250202,1271
01,20250202,1272
01,20250202,1273
01,20250202,1274
01,20250202,1275
01,20250202,1276
01,20250202,1277
01,20250202,1278
01,20250202,1279
01,20250202,1280
01,20250202,1281
01,20250202,1282
01,20250202,1283
01,20250202,1284
01,20250202,1285
01,20250202,1286
01,20250202,1287
01,20250202,1288
01,20250202,1289
01,20250202,1290
01,20250202,1291
01,20250202,1292
01,20250202,1293
01,20250202,1294
01,20250202,1295
01,20250202,1296
01,20250202,1297
01,20250202,1298
01,20250202,1299
01,20250202,1300
01,20250202,1301
01,20250202,1302
01,20250202,1303
01,20250202,1304
01,20250202,1305
01,20250202,1306
01,20250202,1307
01,20250202,1308
01,20250202,1309
01,20250202,1310
01,20250202,1311
01,20250202,1312
01,20250202,1313
01,20250202,1314
01,20250202,1315
01,20250202,1316
01,20250202,1317
01,20250202,1318
01,20250202,1319
01,20250202,1320
01,20250202,1321
01,20250202,1322
01,20250202,1323
01,20250202,1324
01,20250202,1325
01,20250202,1326
01,20250202,1327
01,20250202,1328
01,20250202,1329
01,20250202,1330
01,20250202,1331
01,20250202,1332
01,20250202,1333
01,20250202,1334
01,20250202,1335
01,20250202,1336
01,20250202,1337
01,20250202,1338
01,20250202,1339
01,20250202,1340
01,20250202,1341
01,20250202,1342
01,20250202,1343
01,20250202,1344
01,20250202,1345
01,20250202,1346
01,20250202,1347
01,20250202,1348
01,20250202,1349
01,20250202,1350
01,20250202,1351
01,20250202,1352
01,20250202,1353
01,20250202,1354
01,20250202,1355
01,20250202,1356
01,20250202,1357
01,20250202,1358
01,20250202,1359
01,20250202,1360
01,20250202,1361
01,20250202,1362
01,20250202,1363
01,20250202,1364
01,20250202,1365
01,20250202,1366
01,20250202,1367
01,20250202,1368
01,20250202,1369
01,20250202,1370
01,20250202,1371
01,20250202,1372
01,20250202,1373
01,20250202,1374
01,20250202,1375
01,20250202,1376
01,20250202,1377
01,20250202,1378
01,20250202,1379
01,20250202,1380
01,20250202,1381
01,20250202,1382
01,20250202,1383
01,20250202,1384
01,20250202,1385
01,20250202,1386
01,20250202,1387
01,20250202,1388
01,20250202,1389
01,20250202,1390
01,20250202,1391
01,20250202,1392
01,20250202,1393
01,20250202,1394
01,20250202,1395
01,20250202,1396
01,20250202,1397
01,20250202,1398
01,20250202,1399
01,20250202,1400
01,20250202,1401
01,20250202,1402
01,20250202,1403
01,20250202,1404
01,20250202,1405
01,20250202,1406
01,20250202,1407
01,20250202,1408
01,20250202,1409
01,20250202,1410
01,20250202,1411
01,20250202,1412
01,20250202,1413
01,20250202,1414
01,20250202,1415
01,20250202,1416
01,20250202,1417
01,20250202,1418
01,20250202,1419
01,20250202,1420
01,20250202,1421
01,20250202,1422
01,20250202,1423
01,20250202,1424
01,20250202,1425
01,20250202,1426
01,20250202,1427
01,20250202,1428
01,20250202,1429
01,20250202,1430
01,20250202,1431
01,20250202,1432
01,20250202,1433
01,20250202,1434
01,20250202,1435
01,20250202,1436
01,20250202,1437
01,20250202,1438
01,20250202,1439
01,20250202,1440
01,20250202,1441
01,20250202,1442
01,20250202,1443
01,20250202,1444
01,20250202,1445
01,20250202,1446
01,20250202,1447
01,20250202,1448
01,20250202,1449
01,20250202,1450
01,20250202,1451
01,20250202,1452
01,20250202,1453
01,20250202,1454
01,20250202,1455
01,20250202,1456
01,20250202,1457
01,20250202,1458
01,20250202,1459
01,20250202,1460
01,20250202,1461
01,20250202,1462
01,20250202,1463
01,20250202,1464
01,20250202,1465
01,20250202,1466
01,20250202,1467
01,20250202,1468
01,20250202,1469
01,20250202,1470
01,20250202,1471
01,20250202,1472
01,20250202,1473
01,20250202,1474
01,20250202,1475
01,20250202,1476
01,20250202,1477
01,20250202,1478
01,20250202,1479
01,20250202,1480
01,20250202,1481
01,20250202,1482
01,20250202,1483
01,20250202,1484
01,20250202,1485
01,20250202,1486
01,20250202,1487
01,20250202,1488
01,20250202,1489
01,20250202,1490
01,20250202,1491
01,20250202,1492
01,20250202,1493
01,20250202,1494
01,20250202,1495
01,20250202,1496
01,20250202,1497
01,20250202,1498
01,20250202,1499
01,20250202,1500
01,20250202,1501
01,20250202,1502
01,20250202,1503
01,20250202,1504
01,20250202,1505
01,20250202,1506
01,20250202,1507
01,20250202,1508
01,20250202,1509
01,20250202,1510
01,20250202,1511
01,20250202,1512
01,20250202,1513
01,20250202,1514
01,20250202,1515
01,20250202,1516
01,20250202,1517
01,20250202,1518
01,20250202,1519
01,20250202,1520
01,20250202,1521
01,20250202,1522
01,20250202,1523
01,20250202,1524
01,20250202,1525
01,20250202,1526
01,20250202,1527
01,20250202,1528
01,20250202,1529
01,20250202,1530
01,20250202,1531
01,20250202,1532
01,20250202,1533
01,20250202,1534
01,20250202,1535
01,20250202,1536
01,20250202,1537
01,20250202,1538
01,20250202,1539
01,20250202,1540
01,20250202,1541
01,20250202,1542
01,20250202,1543
01,20250202,1544
01,20250202,1545
01,20250202,1546
01,20250202,1547
01,20250202,1548
01,20250202,1549
01,20250202,1550
01,20250202,1551
01,20250202,1552
01,20250202,1553
01,20250202,1554
01,20250202,1555
01,20250202,1556
01,20250202,1557
01,20250202,1558
01,20250202,1559
01,20250202,1560
01,20250202,1561
01,20250202,1562
01,20250202,1563
01,20250202,1564
01,20250202,1565
01,20250202,1566
01,20250202,1567
01,20250202,1568
01,20250202,1569
01,20250202,1570
01,20250202,1571
01,20250202,1572
01,20250202,1573
01,20250202,1574
01,20250202,1575
01,20250202,1576
01,20250202,1577
01,20250202,1578
01,20250202,1579
01,20250202,1580
01,20250202,1581
01,20250202,1582
01,20250202,1583
01,20250202,1584
01,20250202,1585
01,20250202,1586
01,20250202,1587
01,20250202,1588
01,20250202,1589
01,20250202,1590
01,20250202,1591
01,20250202,1592
01,20250202,1593
01,20250202,1594
01,20250202,1595
01,20250202,1596
01,20250202,1597
01,20250202,1598
01,20250202,1599
01,20250202,1600
01,20250202,1601
01,20250202,1602
01,20250202,1603
01,20250202,1604
01,20250202,1605
01,20250202,1606
01,20250202,1607
01,20250202,1608
01,20250202,1609
01,20250202,1610
01,20250202,1611
01,20250202,1612
01,20250202,1613
01,20250202,1614
01,20250202,1615
01,20250202,1616
01,20250202,1617
01,20250202,1618
01,20250202,1619
01,20250202,1620
01,20250202,1621
01,20250202,1622
01,20250202,1623
01,20250202,1624
01,20250202,1625
01,20250202,1626
01,20250202,1627
01,20250202,1628
01,20250202,1629
01,20250202,1630
01,20250202,1631
01,20250202,1632
01,20250202,1633
01,20250202,1634
01,20250202,1635
01,20250202,1636
01,20250202,1637
01,20250202,1638
01,20250202,1639
01,20250202,1640
01,20250202,1641
01,20250202,1642
01,20250202,1643
01,20250202,1644
01,20250202,1645
01,20250202,1646
01,20250202,1647
01,20250202,1648
01,20250202,1649
01,20250202,1650
01,20250202,1651
01,20250202,1652
01,20250202,1653
01,20250202,1654
01,20250202,1655
01,20250202,1656
01,20250202,1657
01,20250202,1658
01,20250202,1659
01,20250202,1660
01,20250202,1661
01,20250202,1662
01,20250202,1663
